"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"brews","1","0","170640","913461","3.69789561603079","more"
"hafod","1","0","170640","913461","3.69789561603079","more"
"9.21","1","0","170640","913461","3.69789561603079","more"
"overmanning","1","0","170640","913461","3.69789561603079","more"
"nazmudin","1","0","170640","913461","3.69789561603079","more"
"dabbling","1","0","170640","913461","3.69789561603079","more"
"advertsing","1","0","170640","913461","3.69789561603079","more"
"45%","1","0","170640","913461","3.69789561603079","more"
"snacks","1","0","170640","913461","3.69789561603079","more"
"pisar","1","0","170640","913461","3.69789561603079","more"
"£211m","1","0","170640","913461","3.69789561603079","more"
"schillings","1","0","170640","913461","3.69789561603079","more"
"guggenheim","1","0","170640","913461","3.69789561603079","more"
"limousine","1","0","170640","913461","3.69789561603079","more"
"mumbling","1","0","170640","913461","3.69789561603079","more"
"£365,000","1","0","170640","913461","3.69789561603079","more"
"0603","1","0","170640","913461","3.69789561603079","more"
"ganz","1","0","170640","913461","3.69789561603079","more"
"procedural","1","0","170640","913461","3.69789561603079","more"
"838,000","1","0","170640","913461","3.69789561603079","more"
"60-strong","1","0","170640","913461","3.69789561603079","more"
"sympathised","1","0","170640","913461","3.69789561603079","more"
"£20.07m","1","0","170640","913461","3.69789561603079","more"
"owner-occupiers","1","0","170640","913461","3.69789561603079","more"
"book-keeping","1","0","170640","913461","3.69789561603079","more"
"salvo","1","0","170640","913461","3.69789561603079","more"
"mitchel","1","0","170640","913461","3.69789561603079","more"
"10.65","1","0","170640","913461","3.69789561603079","more"
"eyesores","1","0","170640","913461","3.69789561603079","more"
"darenth","1","0","170640","913461","3.69789561603079","more"
"8,700","1","0","170640","913461","3.69789561603079","more"
"2.93p","1","0","170640","913461","3.69789561603079","more"
"£22m","1","0","170640","913461","3.69789561603079","more"
"maughan","1","0","170640","913461","3.69789561603079","more"
"£271.88","1","0","170640","913461","3.69789561603079","more"
"2,300","1","0","170640","913461","3.69789561603079","more"
"93.9pc","1","0","170640","913461","3.69789561603079","more"
"rumour-mongers","1","0","170640","913461","3.69789561603079","more"
"£1.15bn","1","0","170640","913461","3.69789561603079","more"
"618p","1","0","170640","913461","3.69789561603079","more"
"£572","1","0","170640","913461","3.69789561603079","more"
"£64m","1","0","170640","913461","3.69789561603079","more"
"leyshon","1","0","170640","913461","3.69789561603079","more"
"cino","1","0","170640","913461","3.69789561603079","more"
"take-home","1","0","170640","913461","3.69789561603079","more"
"wrekendike","1","0","170640","913461","3.69789561603079","more"
"runswick","1","0","170640","913461","3.69789561603079","more"
"distillers","1","0","170640","913461","3.69789561603079","more"
"£12million","1","0","170640","913461","3.69789561603079","more"
"3.25%","1","0","170640","913461","3.69789561603079","more"
"carew","1","0","170640","913461","3.69789561603079","more"
"punch-ups","1","0","170640","913461","3.69789561603079","more"
"830","1","0","170640","913461","3.69789561603079","more"
"underwrite","1","0","170640","913461","3.69789561603079","more"
"bodyshell","1","0","170640","913461","3.69789561603079","more"
"surpluses","1","0","170640","913461","3.69789561603079","more"
"67.8","1","0","170640","913461","3.69789561603079","more"
"95–p","1","0","170640","913461","3.69789561603079","more"
"£148.62","1","0","170640","913461","3.69789561603079","more"
"hosking","1","0","170640","913461","3.69789561603079","more"
"car-dealing","1","0","170640","913461","3.69789561603079","more"
"standardised","1","0","170640","913461","3.69789561603079","more"
"framlington","1","0","170640","913461","3.69789561603079","more"
"sours","1","0","170640","913461","3.69789561603079","more"
"french-style","1","0","170640","913461","3.69789561603079","more"
"222m","1","0","170640","913461","3.69789561603079","more"
"£935m","1","0","170640","913461","3.69789561603079","more"
"53-year-old","1","0","170640","913461","3.69789561603079","more"
"us-air","1","0","170640","913461","3.69789561603079","more"
"2725.6","1","0","170640","913461","3.69789561603079","more"
"basic-rate","1","0","170640","913461","3.69789561603079","more"
"sensed","1","0","170640","913461","3.69789561603079","more"
"334","1","0","170640","913461","3.69789561603079","more"
"2,756.39","1","0","170640","913461","3.69789561603079","more"
"£1.25billion","1","0","170640","913461","3.69789561603079","more"
"manufactures","1","0","170640","913461","3.69789561603079","more"
"23.7%","1","0","170640","913461","3.69789561603079","more"
"£21.40","1","0","170640","913461","3.69789561603079","more"
"£480","1","0","170640","913461","3.69789561603079","more"
"ffr94.3bn","1","0","170640","913461","3.69789561603079","more"
"cale","1","0","170640","913461","3.69789561603079","more"
"ingledew","1","0","170640","913461","3.69789561603079","more"
"£574","1","0","170640","913461","3.69789561603079","more"
"exe","1","0","170640","913461","3.69789561603079","more"
"£257.5m","1","0","170640","913461","3.69789561603079","more"
"£292,000","1","0","170640","913461","3.69789561603079","more"
"mim","1","0","170640","913461","3.69789561603079","more"
"ground-breaking","1","0","170640","913461","3.69789561603079","more"
"down-side","1","0","170640","913461","3.69789561603079","more"
"£106m","1","0","170640","913461","3.69789561603079","more"
"17.8","1","0","170640","913461","3.69789561603079","more"
"brentnall","1","0","170640","913461","3.69789561603079","more"
"longer-dated","1","0","170640","913461","3.69789561603079","more"
"lossmaking","1","0","170640","913461","3.69789561603079","more"
"£5.5m","1","0","170640","913461","3.69789561603079","more"
"£48.34m","1","0","170640","913461","3.69789561603079","more"
"surestyle","1","0","170640","913461","3.69789561603079","more"
"inter-church","1","0","170640","913461","3.69789561603079","more"
"266p","1","0","170640","913461","3.69789561603079","more"
"super-phase","1","0","170640","913461","3.69789561603079","more"
"basf","1","0","170640","913461","3.69789561603079","more"
"900m","1","0","170640","913461","3.69789561603079","more"
"gambit","1","0","170640","913461","3.69789561603079","more"
"£356m","1","0","170640","913461","3.69789561603079","more"
"242","1","0","170640","913461","3.69789561603079","more"
"hpi","1","0","170640","913461","3.69789561603079","more"
"£20.2bn","1","0","170640","913461","3.69789561603079","more"
"£81.5m","1","0","170640","913461","3.69789561603079","more"
"29.6","1","0","170640","913461","3.69789561603079","more"
"toast-rack","1","0","170640","913461","3.69789561603079","more"
"2,879.42","1","0","170640","913461","3.69789561603079","more"
"refurbs","1","0","170640","913461","3.69789561603079","more"
"aftershocks","1","0","170640","913461","3.69789561603079","more"
"conveyor","1","0","170640","913461","3.69789561603079","more"
"deflationary","1","0","170640","913461","3.69789561603079","more"
"mackechnie","1","0","170640","913461","3.69789561603079","more"
"tea-caddy","1","0","170640","913461","3.69789561603079","more"
"materialising","1","0","170640","913461","3.69789561603079","more"
"£84million","1","0","170640","913461","3.69789561603079","more"
"tommorow","1","0","170640","913461","3.69789561603079","more"
"bundespost","1","0","170640","913461","3.69789561603079","more"
"tough-bargaining","1","0","170640","913461","3.69789561603079","more"
"52p","1","0","170640","913461","3.69789561603079","more"
"£340m","1","0","170640","913461","3.69789561603079","more"
"ponderously","1","0","170640","913461","3.69789561603079","more"
"504p","1","0","170640","913461","3.69789561603079","more"
"779","1","0","170640","913461","3.69789561603079","more"
"resubmit","1","0","170640","913461","3.69789561603079","more"
"£766,000","1","0","170640","913461","3.69789561603079","more"
"15.4","1","0","170640","913461","3.69789561603079","more"
"hoovering","1","0","170640","913461","3.69789561603079","more"
"mains","1","0","170640","913461","3.69789561603079","more"
"£294m","1","0","170640","913461","3.69789561603079","more"
"step-by-step","1","0","170640","913461","3.69789561603079","more"
"£50,000-to-£100,000","1","0","170640","913461","3.69789561603079","more"
"2832.50","1","0","170640","913461","3.69789561603079","more"
"rbs","1","0","170640","913461","3.69789561603079","more"
"125.2p","1","0","170640","913461","3.69789561603079","more"
"skimpole","1","0","170640","913461","3.69789561603079","more"
"£842,000","1","0","170640","913461","3.69789561603079","more"
"£85,000","1","0","170640","913461","3.69789561603079","more"
"re-regulatory","1","0","170640","913461","3.69789561603079","more"
"baughs","1","0","170640","913461","3.69789561603079","more"
"£282.2m","1","0","170640","913461","3.69789561603079","more"
"twinkling","1","0","170640","913461","3.69789561603079","more"
"lex","1","0","170640","913461","3.69789561603079","more"
"2,736.77","1","0","170640","913461","3.69789561603079","more"
"tormenting","1","0","170640","913461","3.69789561603079","more"
"£32","1","0","170640","913461","3.69789561603079","more"
"2,686","1","0","170640","913461","3.69789561603079","more"
"leece","1","0","170640","913461","3.69789561603079","more"
"friedlander","1","0","170640","913461","3.69789561603079","more"
"542.6","1","0","170640","913461","3.69789561603079","more"
"0.92p","1","0","170640","913461","3.69789561603079","more"
"grindale","1","0","170640","913461","3.69789561603079","more"
"mark-down","1","0","170640","913461","3.69789561603079","more"
"£143m","1","0","170640","913461","3.69789561603079","more"
"£84m.","1","0","170640","913461","3.69789561603079","more"
"813p","1","0","170640","913461","3.69789561603079","more"
"expecations","1","0","170640","913461","3.69789561603079","more"
"achievers","1","0","170640","913461","3.69789561603079","more"
"774p","1","0","170640","913461","3.69789561603079","more"
"borrower","1","0","170640","913461","3.69789561603079","more"
"swing-bridge","1","0","170640","913461","3.69789561603079","more"
"mini-revival","1","0","170640","913461","3.69789561603079","more"
"employee-owned","1","0","170640","913461","3.69789561603079","more"
"cupola","1","0","170640","913461","3.69789561603079","more"
"peat-free","1","0","170640","913461","3.69789561603079","more"
"10.2%","1","0","170640","913461","3.69789561603079","more"
"pacific-based","1","0","170640","913461","3.69789561603079","more"
"£30.80","1","0","170640","913461","3.69789561603079","more"
"814","1","0","170640","913461","3.69789561603079","more"
"2.7611","1","0","170640","913461","3.69789561603079","more"
"127p","1","0","170640","913461","3.69789561603079","more"
"tubwell","1","0","170640","913461","3.69789561603079","more"
"£136,000","1","0","170640","913461","3.69789561603079","more"
"seducer","1","0","170640","913461","3.69789561603079","more"
"edmond","1","0","170640","913461","3.69789561603079","more"
"snatchers","1","0","170640","913461","3.69789561603079","more"
"hastened","1","0","170640","913461","3.69789561603079","more"
"9.99","1","0","170640","913461","3.69789561603079","more"
"wicklow","1","0","170640","913461","3.69789561603079","more"
"9.4516","1","0","170640","913461","3.69789561603079","more"
"adornments","1","0","170640","913461","3.69789561603079","more"
"1.5198","1","0","170640","913461","3.69789561603079","more"
"uncertificated","1","0","170640","913461","3.69789561603079","more"
"1057p","1","0","170640","913461","3.69789561603079","more"
"£636.2million","1","0","170640","913461","3.69789561603079","more"
"goer","1","0","170640","913461","3.69789561603079","more"
"£3.07bn","1","0","170640","913461","3.69789561603079","more"
"£101.3m","1","0","170640","913461","3.69789561603079","more"
"ultrascreen","1","0","170640","913461","3.69789561603079","more"
"metternich-like","1","0","170640","913461","3.69789561603079","more"
"£0.442m","1","0","170640","913461","3.69789561603079","more"
"76%","1","0","170640","913461","3.69789561603079","more"
"£23","1","0","170640","913461","3.69789561603079","more"
